study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
X12_EE3.3,1990,1990,1999.99,-8.416966864437278,-7.938542249584437,-7.488247255289068,-8.302966379455064,-7.935869970099937,-7.552135508752604,-6.235352921160354,-0.09545519848172535,7.1497542818211,-2.5318311452252935e-4,-3.7534434386854595e-6,2.5050768566157723e-4,3.5672611710863114e-4,3.5768066383273886e-4,Chesapeake Bay,12,EE3.3,1984,0,-7.706262975199909,1.755,1.75545,decrease,subtidal,O,Temperate,31,37.94179,-75.76632,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.3,2000,2000,2009.99,-8.304981434853321,-7.937881131231164,-7.553542868925449,-4.973040255615836,-4.637600858988296,-4.280947489004078,31.43701961166015,39.28969160932034,46.737346594064576,0.00652873502526501,0.009288403653776822,0.01340256015320256,3.5696203326740186e-4,0.009680895622498114,Chesapeake Bay,12,EE3.3,1984,0,-7.706262975199909,1.755,1.75545,decrease,subtidal,O,Temperate,31,37.94179,-75.76632,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.3,2010,2010,2015.99,-4.965449088754663,-4.629994135763783,-4.273341855736342,-2.598965436889804,-2.0478240269243093,-1.447411998350553,42.937311226275895,53.98691459461057,65.55267191851782,0.06654269336665804,0.1190037462793741,0.2218975172171344,0.009754816306722246,0.12901533226388814,Chesapeake Bay,12,EE3.3,1984,0,-7.706262975199909,1.755,1.75545,decrease,subtidal,O,Temperate,31,37.94179,-75.76632,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.4,1980,1984,1989.99,3.956761280149117,4.586699276589599,5.27498033994473,4.959471607752692,5.3899177115430525,5.814767005894749,-0.11220088000682442,14.16379047960098,28.220507959481267,-1.2052112979245972,118.50750734328578,232.5942349615045,98.16986323801227,219.1853483877351,Chesapeake Bay,12,EE3.4,1984,37.8450007,3.65341808422651,348.0300094,348.79140940999997,decrease,subtidal,O,Temperate,31,37.90846,-75.79132,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.4,1990,1990,1999.99,4.959339665816255,5.390841767289967,5.815144164818402,3.6222463825343834,3.9928831349233187,4.344574259234736,-17.648126001290066,-13.03436407732319,-7.603038733076293,-279.00093079663776,-165.12550189145412,-83.42744715789922,219.38798147626846,54.210961783436396,Chesapeake Bay,12,EE3.4,1984,37.8450007,3.65341808422651,348.0300094,348.79140940999997,decrease,subtidal,O,Temperate,31,37.90846,-75.79132,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.4,2000,2000,2009.99,3.620161825317875,3.9909510635433865,4.342674308692049,2.7511599305052967,3.111547467960598,3.4623240537844024,-13.114388374362195,-8.385775856993888,-3.4321138269925986,-54.896510266509004,-31.397819141990578,-11.934057768330437,54.1063234526085,22.455767107808907,Chesapeake Bay,12,EE3.4,1984,37.8450007,3.65341808422651,348.0300094,348.79140940999997,decrease,subtidal,O,Temperate,31,37.90846,-75.79132,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.4,2010,2010,2015.99,2.750680818706905,3.1114738759808755,3.4621350357441267,2.428769404592619,2.9923868294412475,3.514105653381559,-8.085970526512217,-2.1428803089492465,4.548264963169024,-9.531275594233602,-2.7066141040368805,7.231740450918134,22.454114604257505,19.933202913005232,Chesapeake Bay,12,EE3.4,1984,37.8450007,3.65341808422651,348.0300094,348.79140940999997,decrease,subtidal,O,Temperate,31,37.90846,-75.79132,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.5,1980,1984,1989.99,6.356301788186372,6.585407325748733,6.812810160347381,6.4484028983261386,6.66249749786685,6.867383375593502,0.3011212848652922,1.3251666369632153,2.4876179366711937,13.70590965781382,59.13031730988473,107.5248778259572,724.4460731163789,782.5027977966156,Chesapeake Bay,12,EE3.5,1984,569.0880114,6.3782238056872815,1089.783028,1109.57582804,decrease,subtidal,O,Temperate,31,37.79652,-75.84438,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.5,1990,1990,1999.99,6.44854385250413,6.662598272444529,6.867519670882202,6.485657064375515,6.696427134264354,6.9084874047849505,-0.497808630587703,0.32633058477538057,1.1248206981626458,-40.663528922801405,25.366490959135774,87.07458446083051,782.5816581590894,809.5083873916763,Chesapeake Bay,12,EE3.5,1984,569.0880114,6.3782238056872815,1089.783028,1109.57582804,decrease,subtidal,O,Temperate,31,37.79652,-75.84438,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.5,2000,2000,2009.99,6.485474312615406,6.69632530069712,6.908394184742206,6.165473734038605,6.378251172299159,6.60659798202084,-4.362634848034366,-3.0899781960167347,-1.9833033597095735,-321.1222596229358,-216.86967705041155,-131.18140642996605,809.4259564620716,588.8969273331263,Chesapeake Bay,12,EE3.5,1984,569.0880114,6.3782238056872815,1089.783028,1109.57582804,decrease,subtidal,O,Temperate,31,37.79652,-75.84438,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.5,2010,2010,2015.99,6.16495348658984,6.377763803073842,6.60612124657072,5.812250870583451,6.093149223802067,6.37845987253458,-6.470217143982911,-4.617835825312621,-2.8985458942299838,-195.18667100277582,-145.2524597878972,-97.04000116810614,588.6099870224788,442.8137371831297,Chesapeake Bay,12,EE3.5,1984,569.0880114,6.3782238056872815,1089.783028,1109.57582804,decrease,subtidal,O,Temperate,31,37.79652,-75.84438,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_ET9.1,1980,1984,1989.99,2.4891094714235305,3.171680950581835,3.788263099382177,3.714433204161534,4.119966459568344,4.510508496246267,5.295904166907605,17.53457526574125,32.0263125433605,12.351828708777965,37.12071029645179,67.52735780922848,23.847537215116596,61.55717757549603,Chesapeake Bay,12,ET9.1,1984,0,1.1509675379818718,192.1455051,195.30675516000002,decrease,subtidal,O,Temperate,31,38.05846,-75.80798,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_ET9.1,1990,1990,1999.99,3.715809900411646,4.121013635283855,4.511343488472606,4.046173981756514,4.372186902746628,4.7497130639478575,-2.938484696026731,2.678435526812395,8.1927712339138,-20.375878265325003,18.531197741379586,60.22472334362212,61.62167251984461,79.21668158750107,Chesapeake Bay,12,ET9.1,1984,0,1.1509675379818718,192.1455051,195.30675516000002,decrease,subtidal,O,Temperate,31,38.05846,-75.80798,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_ET9.1,2000,2000,2009.99,4.046245011932018,4.372019688385501,4.749619409766475,4.634354813926077,4.993854894740208,5.321359678423644,0.743002996194091,6.273338155244968,11.785101879231245,7.525764560856829,66.69680204862297,132.67293310785612,79.2034365281118,147.5039410993,Chesapeake Bay,12,ET9.1,1984,0,1.1509675379818718,192.1455051,195.30675516000002,decrease,subtidal,O,Temperate,31,38.05846,-75.80798,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_ET9.1,2010,2010,2015.99,4.635056779943943,4.994531777004697,5.321957267999174,4.3984269595487975,4.946235239862407,5.48676075931934,-6.605602288648897,-0.7689922285635198,6.389222703905731,-48.707924737429686,-6.712539628101524,71.1295961756299,147.60381769950868,140.64447325650562,Chesapeake Bay,12,ET9.1,1984,0,1.1509675379818718,192.1455051,195.30675516000002,decrease,subtidal,O,Temperate,31,38.05846,-75.80798,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.6,1980,1984,1989.99,-5.3793698765389,-4.3955267070006485,-3.4143261456127227,-0.7450239784887583,-0.2095429624987606,0.25932946028181025,65.05606259298726,101.41307339267229,144.99929377616976,0.4646787554615427,0.7962440502297827,1.2838751163238364,0.012332383062010231,0.8109547980401552,Chesapeake Bay,12,LE3.6,1984,0,-4.615220521841593,14.1840003,14.1939003,decrease,subtidal,O,Temperate,31,37.5968,-76.28467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.6,1990,1990,1999.99,-0.731382319904993,-0.196076494328146,0.27100040633650435,-0.9084022584663389,-0.43743879234439753,0.014770858948691538,-9.0887547478073,-2.459554473004022,5.578858627868462,-0.7587834346639217,-0.18253736501739853,0.37288502401161067,0.8219493578094597,0.645688046269984,Chesapeake Bay,12,LE3.6,1984,0,-4.615220521841593,14.1840003,14.1939003,decrease,subtidal,O,Temperate,31,37.5968,-76.28467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.6,2000,2000,2009.99,-0.9092838534051131,-0.4385976600355398,0.013589105233670757,-0.8067437685427891,-0.42486741577336284,-0.04693414050443469,-6.433898144952369,0.19055843626125668,6.532589275082549,-0.45637904106235083,0.01192256992445112,0.40969532992938784,0.6449402126584037,0.6538564704376327,Chesapeake Bay,12,LE3.6,1984,0,-4.615220521841593,14.1840003,14.1939003,decrease,subtidal,O,Temperate,31,37.5968,-76.28467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.6,2010,2010,2015.99,-0.8125982946291553,-0.43092417293243523,-0.05412587135419409,-3.726250213790762,-3.15870526402917,-2.5584296852835626,-42.24786126000873,-36.42028557774067,-30.521722628014686,-0.8931251350734009,-0.604485115651625,-0.403496914865117,0.6499081895385929,0.04248070678893894,Chesapeake Bay,12,LE3.6,1984,0,-4.615220521841593,14.1840003,14.1939003,decrease,subtidal,O,Temperate,31,37.5968,-76.28467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.7,1980,1984,1989.99,1.1006726206414172,1.7620327360402173,2.4397702063859557,3.3962726465444786,3.832322189009516,4.291536607974607,22.6688081797436,41.55214025871534,62.893603965958526,22.33573593028265,39.843980013611,67.23311354500952,5.8242645620581674,46.169628447986895,Chesapeake Bay,12,LE3.7,1984,5.1615001,1.7365374341020452,136.0035034,136.51965341,decrease,subtidal,O,Temperate,31,37.53069,-76.30661,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.7,1990,1990,1999.99,3.399085699220988,3.8353446649096155,4.293795569472605,3.6254966914694804,4.012019578420044,4.376486645793789,-4.530078112364771,1.8874983283286406,8.26713052991433,-26.531409210323428,9.515830606189422,41.05134390009752,46.309386138017736,55.258356532622344,Chesapeake Bay,12,LE3.7,1984,5.1615001,1.7365374341020452,136.0035034,136.51965341,decrease,subtidal,O,Temperate,31,37.53069,-76.30661,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.7,2000,2000,2009.99,3.62426717180447,4.011246930205228,4.3755135803513205,2.6230659653855675,2.961765399080551,3.307456819607265,-14.55074983126173,-10.047651393233847,-4.956408549721006,-61.20693493768945,-36.10369178540201,-15.687377325377094,55.21567775205879,19.332070467157425,Chesapeake Bay,12,LE3.7,1984,5.1615001,1.7365374341020452,136.0035034,136.51965341,decrease,subtidal,O,Temperate,31,37.53069,-76.30661,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE3.7,2010,2010,2015.99,2.6213871574149104,2.9606798457866983,3.3065963160420053,1.9556172149334727,2.5408564215776694,3.0992168744338606,-13.050144868451893,-6.812126368452592,-0.22686490541944157,-12.321249496279634,-6.511794815309274,-0.2676283024259644,19.311095860970976,12.690534765981326,Chesapeake Bay,12,LE3.7,1984,5.1615001,1.7365374341020452,136.0035034,136.51965341,decrease,subtidal,O,Temperate,31,37.53069,-76.30661,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE4.3,1980,1984,1989.99,4.526574026444753,4.844818655365419,5.150038381417841,4.6825161861981295,4.946226723774897,5.188288870272087,-0.6087271494611676,1.6239647365305254,4.0399330731469725,-5.374435457995028,12.758919672956772,30.468980310526394,127.0802345853348,140.6432755209636,Chesapeake Bay,12,LE4.3,1984,82.0035019,4.454723411327318,203.7195055,207.74835558,decrease,subtidal,O,Temperate,31,37.23392,-76.43094,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE4.3,1990,1990,1999.99,4.682501454543986,4.9463381258992705,5.188528974404421,4.733623137971673,4.9543169473520505,5.176581144821764,-1.8266699221765124,0.14828762193686007,2.150741828509228,-28.04634638154519,2.2282598731085272,29.589630544909294,140.65894435338987,141.78572617388238,Chesapeake Bay,12,LE4.3,1984,82.0035019,4.454723411327318,203.7195055,207.74835558,decrease,subtidal,O,Temperate,31,37.23392,-76.43094,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE4.3,2000,2000,2009.99,4.733361725092215,4.9541692316960955,5.176161140878499,4.322583522089727,4.596122372216513,4.834091637963169,-5.499295812437024,-3.591035614254995,-1.4910118615281887,-69.36128519513231,-43.01779994092259,-18.467647492886684,141.76478374913563,99.09929945274068,Chesapeake Bay,12,LE4.3,1984,82.0035019,4.454723411327318,203.7195055,207.74835558,decrease,subtidal,O,Temperate,31,37.23392,-76.43094,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE4.3,2010,2010,2015.99,4.322016258245865,4.595777574782085,4.833598055440456,3.9796270649963095,4.315990311067527,4.615217946176027,-6.585034243538793,-4.484187227156944,-2.4500330820656675,-34.82135143111824,-23.584440848596202,-13.866728940373733,99.06513615858232,74.8877489008134,Chesapeake Bay,12,LE4.3,1984,82.0035019,4.454723411327318,203.7195055,207.74835558,decrease,subtidal,O,Temperate,31,37.23392,-76.43094,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE5.3,1980,1984,1989.99,-6.7834719918809006,-5.8871235256174295,-4.960480648668186,-6.6944839292385705,-6.205401705515861,-5.722408563990303,-21.526221396210055,-4.830949504917808,14.135937108812001,-0.005290026747370152,-6.744551330860028e-4,0.001604792233469354,0.002774947292612069,0.0020184978041869047,Chesapeake Bay,12,LE5.3,1984,0,-5.509038397863689,0.27,0.27405,decrease,subtidal,O,Temperate,31,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE5.3,1990,1990,1999.99,-6.698479082576279,-6.207694599875134,-5.727090292312589,-2.0944309980388067,-1.6743251601438305,-1.2496696014897175,46.23556974774907,57.26883321554804,68.79293998270431,0.12028256629766805,0.18525364812579845,0.2847012295627004,0.002013874903893839,0.18743462516735337,Chesapeake Bay,12,LE5.3,1984,0,-5.509038397863689,0.27,0.27405,decrease,subtidal,O,Temperate,31,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE5.3,2000,2000,2009.99,-2.0941658060570347,-1.67381548236944,-1.248495258769361,-6.12881353958877,-5.7634142492689655,-5.409633377731636,-37.77414686934232,-33.563213425996196,-29.3504627101273,-0.28423779616274214,-0.18460999693883698,-0.11960823992511144,0.1875301807791696,0.0031403712634968206,Chesapeake Bay,12,LE5.3,1984,0,-5.509038397863689,0.27,0.27405,decrease,subtidal,O,Temperate,31,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_LE5.3,2010,2010,2015.99,-6.129118767281499,-5.76409031831012,-5.40940748854484,-6.08122497657948,-5.475188437769401,-4.8708044305636236,-4.070149960176693,4.995436986687462,15.00247283555207,-7.204426626873199e-4,0.001000383824053871,0.004100539693378267,0.0031382488732298558,0.004189439027053644,Chesapeake Bay,12,LE5.3,1984,0,-5.509038397863689,0.27,0.27405,decrease,subtidal,O,Temperate,31,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
