studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
154,154a,Paulose et al.,Little Andaman Island,1996,NA,37.5,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,37.5,133.1,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",10.74491389,92.49991111,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Little Andaman Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,95.6,Tropical,other,154154,37.5,133.1,3.75,41.25,3.71965111278069,136.85,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,95.6,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Chidiyatapu,1996,NA,65,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,65,54.8,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",11.50518889,92.70029444,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Chidiyatapu,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,-10.200000000000003,Tropical,other,154154,54.8,65,5.48,70.48,4.255328981627924,70.48,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,-10.200000000000003,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Havelock Island,1996,NA,30,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,30,385.7,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",11.97596944,92.99100556,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Havelock Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,355.7,Tropical,other,154154,30,385.7,3,33,3.4965075614664802,388.7,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,355.7,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Henry Lawrence Island,1996,NA,90,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,90,501.6,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",12.14714167,93.07387778,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Henry Lawrence Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,411.6,Tropical,other,154154,90,501.6,9,99,4.59511985013459,510.6,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,411.6,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Kalipur,1996,NA,40,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,40,40.4,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",13.22196667,93.04638333,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Kalipur,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,0.3999999999999986,Tropical,other,154154,40,40.4,4,44,3.784189633918261,44.4,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,0.3999999999999986,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Northreef Island,1996,NA,18,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,18,0,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",13.08791944,92.70089722,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Northreef Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,-18,Tropical,other,154154,18,18,1.8,19.8,2.9856819377004897,19.8,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,-18,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Interview Island,1996,NA,3,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,3,0,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",12.89847222,92.68047777,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Interview Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,-3,Tropical,other,154154,3,3,0.30000000000000004,3.3,1.1939224684724346,3.3,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,-3,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Great Nicobar Island,1996,NA,147.5,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,147.5,226.3,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",7.034627778,93.78415,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Great Nicobar Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,78.80000000000001,Tropical,other,154154,147.5,226.3,14.75,162.25,5.0891383555842,241.05,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,78.80000000000001,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Nancowrie Island,1996,NA,245,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,245,1225.9,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",7.976741667,93.55093333,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Nancowrie Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,980.9000000000001,Tropical,other,154154,245,1225.9,24.5,269.5,5.596568390349052,1250.4,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,980.9000000000001,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
154,154a,Paulose et al.,Carnicobar Island,1996,NA,35,ha,"intertidal, subtidal","Remote sensing satellite data, ground truthing surveys GPS compared to Das 1996 data",NA,mixed,1996,2007,11,2,35,227.2,2013,Ocean Science Journal,"Integrating Indian remote sensing multi-spectral satellite and field data to estimate seagrass sover change in the Andaman and Nicobar Islands, India",9.157111111,92.75820833,none specified,NA,NA,NA,NA,unspecified,NA,Area change values from table 2. Compares with Das 1996 values to their present day obtained values through mapping. Paper seems skeptical of Das1996 values. Paper says that declines are an underestimate of change,decrease,descriptive,no effect,low,Earthquake/tsunami - upliftment,descriptive - discusses change in area cover before and after tsunami in 2004,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology/bathymetry (earthquake/tsunami),satellite,FALSE,154_Carnicobar Island,154,no,India,Andaman and Nicobar Islands,24,Andaman,Western Indo-Pacific,109,Tropical,192.2,Tropical,other,154154,35,227.2,3.5,38.5,3.6506582412937387,230.7,1990,1,2,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,192.2,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
158,NA,Lyons et al.,Wanga Wallen,1988,NA,508.1674674,ha,"intertidal, subtidal",landsat 5 TM and Landsat 7 ETM+,NA,mixed,1988,2010,22,23,508.1674674,477.1448181,2013,"Estuarine, Coastal and Shelf Science",Towards understanding temporal and spatial dynamics of seagrass landscapes using time-series remote sensing,-27.43277778,153.3502778,none specified,NA,NA,NA,NA,unspecified,NA,"Data values are from figure 7 and are a total of cover area for all levels (Low, med, high). Some of the bars had error bars other didn't. Those that did were faint and hard to extract.  the primary aim of this study is not to explicitly link environmental and process drivers to seagrass change, rather it is to demonstrate the value of time-series analysis as a fundamental data set for understanding seagrass ecology.
",none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,satellite,FALSE,158_Wanga Wallen,Wanga Wallen,yes,Australia,Tweed-Moreton,55,East Central Australian Shelf,Temperate Australasia,202,Temperate,-31.022649300000012,Temperate,other,Wanga Wallen158,339.1557996,548.4042553,33.91557996,542.08304736,6.295419213613501,582.31983526,1980,2,23,Temperate Southern Oceans,#A6761D,582.31983526,2010,TRUE,-31.022649300000012,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
164,NA,Schuckel & Kroncke,Jade Bay,1935,NA,532.10161660000006,ha,intertidal,"Data reviewed from Linke 1939, Michaelis 1987, Kastler and Michaelis 1997, Adolph et al. 2003, Adolph 2010; Used middle of decade given or earliest year when range < 5 years: 1930s (1935)",NA,intertidal,1935,2008,73,5,532.10161660000006,1094.688222,2013,"Estuarine, Coastal and Shelf Science",Temporal changes in intertidal macrofauna communities over eight decades: A result of eutrophication and climate change,53.47833333,8.201388889,"zostera marina, zostera noltei","zostera marina, zostera noltei",CO-CO,O-O,CO,CO,O,"Area values are from figure 2 including z.noltii, marina and mixed category as a total area km2. Mainly focusing om macrofauna coummunities changes not seagrass but has area values. Discusses effects of eutrophication and environmental parameters in relation to macrofauna not seagrass. Additional references highlighted in paper in reference section not included on data sheet as they are in german.",none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,other,FALSE,164_Jade Bay,164,no,Germany,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,562.5866053999999,Temperate,O,164164,268.8221709,1094.688222,26.88221709,558.9838336900001,6.326120552683239,1121.57043909,pre-1940s,1,5,Temperate North Atlantic East,#7570B3,NA,NA,NA,562.5866053999999,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
174,NA,Dadhich & Nadaoka,Ba Province,1992,NA,57.51,ha,"intertidal, subtidal",landsat,NA,mixed,1992,2007,15,4,57.51,98.11,2012,Coastal Education & Research Foundation,Analysis of Terrestrial Discharge from Agricultural Watersheds and Its Impact on Nearshore and Offshore Reefs in Fiji,-17.44710833,177.6483111,none specified,NA,NA,NA,NA,unspecified,NA,Cover values from table 3.,none,"inferential, visual",negative,NA,"Landuse/cover change - Surface runoff, Sediment, Nitrogen, Phosphorous","correlation: seagrass area cover ~ surface runoff, seagrass area cover ~ sediment, seagrass area cover ~ total nitrogen, seagrass area cover ~ total phosphorous",no,NA,NA,NA,none,FALSE,TRUE,TRUE,FALSE,FALSE,coastal development; nutrients; sedimentation,satellite,FALSE,174_Ba Province,174,no,Fiji,Fiji Islands,35,Tropical Southwestern Pacific,Central Indo-Pacific,147,Tropical,40.6,Tropical,other,174174,57.51,98.11,5.751,63.260999999999996,4.1472690255299876,103.861,1990,2,4,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,40.6,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
178,178d,EPA,Largs Bay-Aldinga,1949,NA,12768.75,ha,"intertidal, subtidal",aerial photography,NA,mixed,1949,1996,47,2,12768.75,8682.75,2012,Marine Pollution Bulletin,Managing nitrogen inputs into seagrass meadows near a coastal city: Flow-on from research to environmental improvement plans,-35.087418,138.485097,"posidonia, amphibolis","posidonia, amphibolis, halophila, heterozostera, zostera",OP-P,O-P,OP,P,P,"178d - assumed that changes in sand meant loss of seagrass; study 178d had a set of 'events' but it was unclear what area they belonged to, this would have to be revisited and extracted into the events datasheet; lat/lon used is approx midpoint between Largs Bay and Aldinga",decrease,visual,unclear,NA,"human impacts - sewage outfalls, harbour construction, flood gate construction, excavations",none,no,NA,NA,NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,"coastal development (sewage, harbour construction, flood gates, dredging)",aerial photography,FALSE,178_Largs Bay-Aldinga,178,no,Australia,South Australian Gulfs,57,Southwest Australian Shelf,Temperate Australasia,207,Temperate,-4086,Temperate,P,178178,8682.75,12768.75,868.2750000000001,13637.025,9.520543799103935,13637.025,1940,1,2,Temperate Southern Oceans,#A6761D,NA,NA,NA,-4086,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
